rxn_id,path,atom_count,symbols,coords
rmg_rxn_15434,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15434/calcs/TSs/TS0/conf_opt_6,17,"[""O"", ""N"", ""C"", ""H"", ""H"", ""C"", ""C"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-0.0724598636, 3.2952758524, -0.1441637637], [-0.0833296777, 1.9869380482, 0.2951291322], [0.0544389517, 1.1302672383, -0.6104650662], [-0.1881571526, 3.8016732802, 0.6664609668], [0.180680938, 1.324257882, -1.6870362028], [-0.0326742619, -2.4895602065, -1.6758052862], [-0.01158351, -2.3951278644, -0.1785646328], [0.0284370426, -1.2761104748, 0.5339543226], [0.0507860371, -1.0458351524, 2.0019253816], [0.830584256, -3.0649008464, -2.04729964], [-0.9382561029, -3.0108999551, -2.0253579487], [-0.0086890602, -1.4960711609, -2.1453518614], [-0.0318028349, -3.3502913763, 0.3696451541], [0.0482698954, -0.1539482134, -0.1257972399], [0.9684665907, -0.515744121, 2.3018598687], [-0.795449636, -0.4134549829, 2.3124820729], [0.00073736, -1.9981040869, 2.5551201431]]"
rmg_rxn_16523,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16523/calcs/TSs/TS0/conf_opt_6,19,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""S"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-1.0013323418, -0.7078286033, -3.2024120684], [-0.446826734, -0.7790994235, -1.8071957433], [0.4761736863, -0.0243288544, -1.3995088342], [-0.8935110152, -1.6816578805, -3.7049387381], [-2.0769004992, -0.473396532, -3.1703037807], [-0.4781109852, 0.0629168145, -3.7830178208], [-0.9071014746, -1.5456881584, -1.1468191131], [0.7220760238, -0.3335285445, -0.1811869498], [-1.2611558423, 0.7519075421, 1.7247425163], [0.4737110215, 0.5027065946, 2.1635027477], [0.8833274256, -0.8084316522, 1.0384626948], [2.3228644253, -1.2565019818, 1.1216163376], [-1.8512942812, -0.1604570446, 1.8984601684], [-1.3528091543, 1.0579608978, 0.6728718073], [-1.6501983038, 1.552935539, 2.36724438], [0.1553166196, -1.6364426973, 1.0853303297], [2.5343404986, -1.9949313465, 0.3342163424], [2.5534601105, -1.7227862036, 2.094111795], [3.0081194606, -0.4069966655, 0.9805663891]]"
rmg_rxn_15651,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15651/calcs/TSs/TS0/conf_opt_6,21,"[""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""N"", ""N"", ""C"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[1.1872209572, 0.9558499039, 1.8569158621], [1.2921453002, 1.6545067911, 0.652531431], [2.2646856533, 1.1272559272, -0.164047115], [2.30703278, 1.7111246784, -1.2896411468], [2.1295986816, 0.4698124292, 2.1383750901], [0.7660164221, 1.6271829858, 2.6144949626], [3.0606800018, 1.3582129661, -1.9964894634], [1.6330605913, 2.5364466826, -1.5567734639], [-0.6426754738, -0.7115436075, 1.1846765396], [-0.9849078275, -0.0183778541, 0.1424342762], [-1.9457909724, -0.2720352017, -0.7216078129], [-2.7952907419, -1.4864511327, -0.5640889483], [-2.0625405324, -2.7986013793, -0.8748410589], [0.2670399408, -0.0559252193, 1.6673064727], [-0.4364796543, 0.8391003774, -0.0351551932], [-2.050510467, 0.4405972811, -1.5390337519], [-3.6820352862, -1.3849262962, -1.2079478995], [-3.1543995676, -1.5239664677, 0.4814542903], [-1.1850748409, -2.9058482845, -0.2207088914], [-1.7211124784, -2.823248751, -1.9206778255], [-2.7216969759, -3.6638556791, -0.7086061039]]"
rmg_rxn_15618,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15618/calcs/TSs/TS0/conf_opt_6,26,"[""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""C"", ""O"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-0.2104251766, 0.0145254096, 1.9754499306], [-1.0753221202, 1.062021298, 2.2579163499], [-0.4119763095, 2.2515002122, 2.3442517105], [-1.1978772084, 3.221953336, 2.5770227203], [0.703458251, 0.0271295147, 2.5870713953], [-0.7794202889, -0.9205563195, 2.0298878964], [-0.747820459, 4.2128300831, 2.6655855173], [-2.2820343831, 3.0866991896, 2.6875609042], [0.7152882739, -2.776584802, -3.4160817641], [0.5851459194, -3.06971784, -1.9258435159], [0.964506175, -1.8901111612, -1.0496898938], [0.1071381687, -0.8136764393, -1.3224364799], [0.4080551863, 0.3535728941, -0.6517109809], [-0.5169670033, 1.4686739075, -1.0483877702], [1.7530520897, -2.5146635572, -3.6780163738], [0.0740791895, -1.9300232729, -3.6994917287], [0.4254093807, -3.647429405, -4.0220298002], [1.2241898753, -3.9222560567, -1.643156595], [-0.4513648459, -3.3601753414, -1.6881857366], [2.0174475033, -1.594480489, -1.2414138338], [0.8989511597, -2.1688993079, 0.0206782115], [0.2041911855, 0.1512619596, 0.6440053378], [1.4835677836, 0.6127352827, -0.7170403542], [-1.5611778354, 1.1921440694, -0.8379746464], [-0.4327889432, 1.694122419, -2.1244397618], [-0.2781468881, 2.3766106565, -0.4770425684]]"
rmg_rxn_16803,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16803/calcs/TSs/TS0/conf_opt_6,17,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[0.264793411, -0.6545197279, -3.1573734632], [-0.2612085114, -0.5622986777, -1.7520497552], [-1.2386688031, -1.2386065847, -1.3410798073], [0.1878659922, 0.327355831, -3.6499604035], [1.3302119756, -0.9311781213, -3.1442599784], [-0.2997058584, -1.3972020947, -3.7355603255], [0.2663282677, 0.1491677469, -1.0794264935], [-1.4212852095, -0.9269506285, -0.113138184], [1.9521565783, 0.4845056369, 2.1148405764], [0.7111930427, 0.5556846922, 1.7116703401], [-0.5502474812, 0.6214162931, 1.3151659393], [-1.4457575373, -0.5237419285, 1.1505924149], [2.2125583994, 0.5815941517, 3.1746054368], [2.7743668731, 0.3258761275, 1.4082237958], [-0.9384667695, 1.6137265357, 1.0509744662], [-2.5114955225, -0.2946006746, 1.2716957696], [-1.143340387, -1.436236027, 1.6790797215]]"
rmg_rxn_15728,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15728/calcs/TSs/TS0/conf_opt_6,17,"[""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""N"", ""O"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[1.5058200102, 0.5066635932, 0.2383085104], [1.6566349104, 0.7479859393, 1.5847937113], [0.8615139874, 1.7812264522, 2.003880459], [0.961593942, 1.9783215646, 3.2538471216], [1.4459484472, 1.4146132804, -0.378314114], [2.2520119896, -0.2291904971, -0.0794096576], [0.365011274, 2.790613414, 3.6741241022], [1.6132178565, 1.3710262753, 3.8958055022], [-0.9122075538, -0.6863713942, 0.0111062974], [-1.408410517, -0.6606161581, -1.3598727513], [-1.2247307448, -1.6581695787, -2.1447456724], [-1.7129965472, -1.4114159927, -3.4042737675], [0.260612817, -0.1079352336, 0.0440378041], [-1.4831286186, -0.0738353787, 0.7189852251], [-0.6945532018, -1.6929765534, 0.3884246178], [-1.9046047628, 0.243511236, -1.7457947379], [-1.5343049783, -2.2294748186, -3.8769547505]]"
rmg_rxn_16653,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16653/calcs/TSs/TS0/conf_opt_6,12,"[""N"", ""N"", ""O"", ""H"", ""H"", ""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H""]","[[0.6018010119, -1.2621029555, 0.8331344379], [-0.5572969865, -1.777742006, 0.7142910185], [-1.4233037435, -1.2050077493, 0.1024538053], [0.8462009595, -0.1428588619, 0.2423638335], [1.2452445713, -1.8327022787, 1.3798362485], [-0.1421298538, 3.1792825672, -0.4194530316], [-0.0512889857, 1.7619232404, 0.0715663205], [0.8778343771, 0.9860972356, -0.2637568002], [-1.0877050827, 3.3191107034, -0.9652282319], [0.7015372938, 3.4185271269, -1.0791872583], [-0.1505821341, 3.8718968707, 0.4360168759], [-0.8603166873, 1.4287550572, 0.748753052]]"
rmg_rxn_15579,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15579/calcs/TSs/TS0/conf_opt_6,14,"[""C"", ""N"", ""O"", ""H"", ""H"", ""H"", ""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H""]","[[0.9541201029, -0.503470362, -1.0617082565], [0.8652923946, 0.9028275459, -1.15889486], [1.7623023098, 1.5155328033, -0.6159610229], [0.593656724, -0.7645863827, 0.1407150634], [1.9825827839, -0.895397216, -1.0949656208], [0.2361835159, -1.0138506903, -1.713211986], [0.1049899586, -0.7312911823, 1.490020704], [-0.427850628, 0.5134612024, 1.5923715315], [-1.6526771838, 0.5939487166, 0.957095067], [-1.9689908293, 1.8003302517, 0.7279404116], [0.9857524717, -0.8228244214, 2.1324769138], [-0.6243620424, -1.5517572928, 1.5095331388], [-2.9339832146, 1.9685655062, 0.2450917586], [-1.3147387333, 2.6418371014, 0.9874469375]]"
rmg_rxn_15405,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15405/calcs/TSs/TS0/conf_opt_6,20,"[""O"", ""N"", ""C"", ""H"", ""H"", ""C"", ""C"", ""S"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[1.914107206, -2.477384287, -1.4021651293], [1.63278474, -1.2515716713, -0.8353791848], [1.4419790463, -1.272180641, 0.4029267709], [2.0262645162, -2.2699585245, -2.3359139001], [1.4859200568, -2.147885049, 1.0689065571], [1.037391733, 1.2359037859, 1.2497762173], [0.2223871971, 1.9261985068, 0.1822360865], [-1.5790082993, 1.725009182, 0.3137730251], [-1.8229513514, -0.0125038057, -0.1702981108], [-1.5642414819, -0.3108923297, -1.6387911592], [1.1720844524, -0.001571998, 0.9358260126], [2.0841431655, 1.5712779463, 1.2839130782], [0.5750347544, 1.2352313004, 2.2463749542], [0.3671673282, 3.0180735231, 0.2449747759], [0.5677318986, 1.6298885937, -0.8217960106], [-1.2142228311, -0.6606980062, 0.4792574491], [-2.8749141344, -0.2080239959, 0.0891485502], [-0.5073497156, -0.150774482, -1.8972762052], [-2.1856989921, 0.3259316887, -2.2851959805], [-1.7955671988, -1.3651331065, -1.8593088364]]"
rmg_rxn_15723,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15723/calcs/TSs/TS0/conf_opt_6,29,"[""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-2.0500977606, -0.8250365737, 0.5758052058], [-2.3447977799, 0.4893726253, 0.3001462271], [-2.023054078, 0.8295194429, -0.9823613122], [-2.1364636026, 2.0768600312, -1.1887643888], [-2.5417043522, -1.1144546983, 1.5108700128], [-2.1911794824, -1.5048850407, -0.275028377], [-1.91009569, 2.4311784581, -2.1963585729], [-2.4421900143, 2.7778175928, -0.401736361], [1.463043731, -2.2391907236, -3.2650584829], [1.8267148034, -1.6141223048, -1.9529687111], [1.0101664175, -0.867332739, -1.2067801145], [1.3808079448, -0.2437786482, 0.1147738334], [1.2165257585, 1.2616088194, 0.1012713156], [0.9445361103, 1.9501140504, 1.2228292702], [0.7457409921, 1.2642804802, 2.4960090497], [0.6176774431, -0.0817222684, 2.525545244], [0.6054751002, -0.8602683614, 1.2809689258], [0.4230588665, -2.0141472357, -3.5432859249], [2.1203929264, -1.8788474729, -4.0733974249], [1.5794955232, -3.3347665793, -3.2288635792], [2.8490279014, -1.7928741792, -1.5931232676], [-0.0116651213, -0.6675677937, -1.5545797137], [2.4610792524, -0.4449613186, 0.2841884041], [1.3935991969, 1.7818413199, -0.8442684227], [0.8841864564, 3.0413478059, 1.1960801114], [0.6855348676, 1.852062577, 3.4147973176], [0.424705316, -0.5956558307, 3.4715290089], [-0.6271369327, -0.895175621, 0.9286349593], [0.8289538163, -1.928257954, 1.4087332276]]"
rmg_rxn_15637,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15637/calcs/TSs/TS0/conf_opt_6,22,"[""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""C"", ""O"", ""C"", ""C"", ""C"", ""O"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-2.1867320037, 1.5434052735, 0.0811680286], [-1.4831421584, 1.1597149596, -1.0507805496], [-0.4822437553, 2.0510913051, -1.3435134347], [0.3472846794, 1.5763758223, -2.1799250748], [-2.400444194, 2.6218533605, 0.1111740734], [-3.0713500886, 0.9024172409, 0.1722973033], [1.1646357417, 2.2347620414, -2.4824740812], [0.2798028187, 0.5555541585, -2.5778113564], [-0.4399431616, 0.9750608715, 2.0949853082], [-0.0236772287, -0.3265244022, 1.9531209156], [0.624350234, -0.5908116052, 0.7349582109], [1.1405970659, -2.0128579733, 0.7468808475], [1.7200395608, -2.4380130479, -0.5734340853], [1.7340476936, -1.7547161153, -1.5641900439], [-1.3798432241, 1.2818581175, 1.1707258546], [0.3513194463, 1.7239267476, 1.9017184074], [-0.9208962062, 1.1093861736, 3.0721861235], [-0.0712648541, -0.4542704818, -0.1086560646], [1.4607101614, 0.1180208954, 0.5762212288], [0.3238704537, -2.7138497591, 0.9960787461], [1.9016590064, -2.1646220654, 1.5318140314], [2.1528339329, -3.4704843372, -0.5912588688]]"
rmg_rxn_15515,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15515/calcs/TSs/TS0/conf_opt_6,20,"[""O"", ""N"", ""C"", ""H"", ""H"", ""C"", ""C"", ""O"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-2.5430697763, -1.8711456792, 1.4701423393], [-1.4062471194, -1.2506646837, 0.9760812365], [-1.1042715129, -1.5494430487, -0.1994596543], [-2.614383746, -1.5170141061, 2.3626876274], [-1.6359777752, -2.2372680199, -0.8758845304], [0.9612574299, -0.0828393745, -2.6472741167], [1.055845113, -0.1057097754, -1.1436319687], [0.9317237346, 1.1611424176, -0.6236369867], [1.1341887971, 1.2504937828, 0.7695748788], [0.8996705103, 2.6796745451, 1.2052993877], [1.7908905888, 0.497492745, -3.0799814049], [1.0021648401, -1.1040793546, -3.0525440114], [0.0169784382, 0.3852567676, -2.9615962809], [0.1339235809, -0.8038426334, -0.7262895181], [1.9620841348, -0.6273523554, -0.7729053657], [0.444691011, 0.5630971773, 1.2916251003], [2.1679684161, 0.9332608155, 1.0149542572], [-0.1345497786, 2.9821872771, 0.9866963838], [1.0711848473, 2.7834598731, 2.2864593999], [1.5782262765, 3.3643658298, 0.6760304968]]"
rmg_rxn_15466,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15466/calcs/TSs/TS0/conf_opt_6,14,"[""O"", ""N"", ""C"", ""H"", ""H"", ""C"", ""C"", ""S"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-2.2976963094, 2.1888486768, -0.0804729739], [-1.2426621787, 1.3109757353, 0.0413381941], [-0.8712155825, 1.0843764864, 1.2165212662], [-2.4378830193, 2.2411804929, -1.0319863158], [-1.2975171565, 1.5072946233, 2.1390715607], [1.0868417148, -0.7571481578, 1.3193309543], [0.9833937749, -1.5210847653, 0.0231051934], [1.3976612884, -0.5438873254, -1.4614836617], [0.1844055467, 0.1545632133, 1.316559009], [2.02867056, -0.205469033, 1.4431241945], [0.8403896062, -1.3565809202, 2.2082300078], [-0.0194019725, -1.9591804611, -0.0949315691], [1.696748712, -2.3619204751, 0.0158803741], [0.3675625559, 0.3230606499, -1.3405890535]]"
rmg_rxn_15729,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_15729/calcs/TSs/TS0/conf_opt_6,17,"[""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""O"", ""N"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[0.8684989806, -1.1698082787, -0.5893248803], [0.9645894814, -1.6852082224, 0.6823642088], [1.231935502, -0.7093506509, 1.605311601], [1.283166572, -1.1728755165, 2.7855452801], [1.6237495086, -0.4059204753, -0.8239505313], [0.7863153794, -1.9952773102, -1.3047393182], [1.4964189193, -0.4597088217, 3.584426961], [1.1231498255, -2.2355735636, 3.0095527702], [-1.6159495066, 0.3935574291, -2.1099443774], [-1.2713256364, 0.3233447675, -0.7702758157], [-0.809302365, 1.5459741717, -0.300762065], [-0.9452121127, 2.7420629117, -0.8913757296], [-2.366343481, -0.205581184, -2.1859025258], [-0.3659183275, -0.452417844, -0.6762545523], [-0.3170369499, 1.4325313187, 0.6710286704], [-1.4277897299, 2.8417895473, -1.8640866434], [-0.5890864598, 3.6401187613, -0.3853987024]]"
rmg_rxn_16491,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16491/calcs/TSs/TS0/conf_opt_6,17,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[0.1394063149, -0.8170328889, -2.8778900694], [-0.0821465554, -0.7705160078, -1.3952540798], [-1.149719892, -0.3216752991, -0.8894510579], [1.0261928001, -0.2218704678, -3.1471621465], [0.3320500288, -1.8523501307, -3.1999280647], [-0.7372540171, -0.4264528877, -3.41095221], [0.7462517721, -1.1515962315, -0.7665101534], [-1.0799141719, -0.3903080827, 0.2786372957], [-0.7139859162, -0.563043935, 1.6446349389], [-0.0327577208, 0.5486918403, 2.3474216679], [0.6271682795, 1.5689334531, 1.4179056414], [-1.1090299998, -1.4764111139, 2.1029097723], [-0.7615720925, 1.0720067662, 3.0000572185], [0.7259453917, 0.1320652312, 3.0390610991], [-0.1123041972, 2.022423199, 0.7413651382], [1.3996965307, 1.0941038697, 0.7941347675], [1.1047936352, 2.3750501656, 1.9935108423]]"
rmg_rxn_16731,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16731/calcs/TSs/TS0/conf_opt_6,21,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[0.2683279714, -1.4445560151, -3.1935116249], [0.2990358504, -1.3932827028, -1.692473181], [1.3775318996, -1.4198363829, -1.0391008063], [-0.3317055355, -2.3028274473, -3.5340966658], [-0.2089361217, -0.5348789448, -3.5909224271], [1.286445446, -1.5260228053, -3.5959423846], [-0.6843950358, -1.3069463257, -1.1890687328], [1.100173502, -1.3565675293, 0.1679210359], [0.679473064, -1.3997242522, 1.46822222], [0.3789795132, -0.1560467691, 1.976825692], [-0.8981304178, 0.3192031552, 1.7286034573], [-1.1660109348, 0.5671866131, 0.3793422968], [-0.5416742588, 1.6093142528, -0.2274174135], [0.473686185, 2.3384674401, 0.235839145], [1.5728103524, -1.797753065, 1.9644560079], [-0.1738723696, -2.1013035277, 1.4712616139], [-0.9993048555, 1.2484244123, 2.3130919513], [-1.6592045529, -0.4189689052, 2.0372367738], [-0.993216248, 1.7965140601, -1.2052749968], [0.8444278199, 3.1617124868, -0.3750404361], [0.9745419764, 2.126236882, 1.1809338451]]"
rmg_rxn_16547,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16547/calcs/TSs/TS0/conf_opt_6,25,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""C"", ""O"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-0.4033364425, 2.7378130648, -3.2679965369], [-0.5296035354, 2.5917441765, -1.7872810061], [-0.5252256018, 3.5385683637, -0.9617313652], [0.4808789589, 2.1865077487, -3.623678656], [-1.2801032716, 2.2980552177, -3.7679269734], [-0.3125143803, 3.7978642633, -3.5467574986], [-0.6413752748, 1.3517165877, -1.3800189525], [-0.6197111706, 3.2071929959, 0.0041119877], [-0.7401291198, 0.0828658262, -0.7742779637], [-0.6220853996, 0.3412014321, 0.7064190752], [-0.565413018, -0.9293348459, 1.5467966365], [0.5690998462, -1.661915669, 1.1887785705], [0.7010154636, -2.8826304589, 1.8605460055], [1.9595648249, -3.5751033531, 1.3837671518], [0.0962797724, -0.4832542236, -1.2030015639], [-1.7160355332, -0.2968761687, -1.1084346321], [-1.474242234, 0.9454623758, 1.0613859194], [0.2947075255, 0.9198731807, 0.9139493145], [-1.4851323124, -1.5306735455, 1.385013746], [-0.5371475178, -0.6693770687, 2.6258431213], [0.7434698538, -2.7167103584, 2.9572988058], [-0.1869290319, -3.5216861791, 1.6731235697], [2.8424265196, -2.9528533957, 1.5896218255], [2.0863719486, -4.5417929691, 1.8922475321], [1.91169536, -3.7536622674, 0.2998452968]]"
rmg_rxn_16807,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16807/calcs/TSs/TS0/conf_opt_6,17,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""C"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[0.0088101735, 1.472208306, 2.3776199394], [0.0075314433, 1.2387750064, 0.9048478924], [0.0132143285, 2.0916576175, -0.0049828944], [0.8918476548, 0.9974328056, 2.8315217811], [0.0156508453, 2.5500361582, 2.5987802654], [-0.8803257688, 1.0087250953, 2.8312859984], [0.0106847004, 1.6746294572, -0.9458309905], [-0.0033620113, -0.5815332538, -2.7335129587], [-0.006155552, -0.9591509192, -1.4619167072], [-0.0081320899, -1.2113500701, -0.2005793897], [-0.0164489104, -2.4404463665, 0.6424488365], [-0.938922634, -0.4306521567, -3.2806733721], [0.9343678327, -0.4429137429, -3.2802031554], [-0.0008505121, -0.0686543595, 0.4882318817], [0.8695608687, -2.4715250388, 1.2956398185], [-0.0221378687, -3.3522247033, 0.0266711426], [-0.9032995199, -2.4599974054, 1.2949459019]]"
rmg_rxn_16575,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16575/calcs/TSs/TS0/conf_opt_6,16,"[""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""C"", ""O"", ""N"", ""C"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[1.52164947, -0.11522924, 2.6756040675], [0.8695880043, -0.5468764733, 1.402599494], [1.2663578889, -1.4593944656, 0.6406847949], [2.416856795, -0.7221425767, 2.8766980919], [1.8048326984, 0.9468695167, 2.6119911357], [0.8159096519, -0.2133662333, 3.515065385], [0.6489707973, -1.556579648, -0.1747796421], [-1.3744318433, 0.7082179955, 0.5145558505], [-1.0792820848, 0.981771929, -0.812442272], [-0.8019004304, -0.1593311314, -1.510497333], [-0.5803060922, 0.0690648409, -2.7395503828], [-0.2367882326, 0.126600726, 1.0877359964], [-2.1677348209, -0.043999293, 0.6434966128], [-1.5714128804, 1.6589071693, 1.0222149686], [-0.3445935323, -0.7918369245, -3.3683968965], [-0.6186467089, 1.0810518483, -3.1635282108]]"
rmg_rxn_16498,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16498/calcs/TSs/TS0/conf_opt_6,16,"[""C"", ""C"", ""S"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-0.8935686009, -0.844433036, 1.3349681596], [-0.2173951549, 0.4649037641, 1.630017627], [1.4461373378, 0.6621875391, 0.8993448479], [-0.275921571, -1.7423760409, 1.4722947796], [-1.8897029908, -0.9469403143, 1.7872070911], [-0.141917324, 0.6431829873, 2.7162980358], [-0.8025353413, 1.3047329679, 1.2227436881], [2.050804409, -0.2946708048, 1.6340382559], [-0.2743339451, -1.2227693748, -3.287104593], [-0.3686961281, -1.1269362014, -1.7926794643], [-1.4614653299, -0.899252773, -1.2018687178], [0.4216944528, -0.4588898861, -3.6676979593], [0.1292392825, -2.2051660852, -3.5783314882], [-1.2607738165, -1.0810302599, -3.7477562341], [0.5802024647, -1.2497071143, -1.2365170141], [-1.2632180644, -0.8723282077, -0.0248339741]]"
rmg_rxn_16515,/home/calvin/Dropbox/PersonalFolders/Calvin/ZEUS_Converged/rmg_rxn_16515/calcs/TSs/TS0/conf_opt_6,16,"[""C"", ""C"", ""O"", ""H"", ""H"", ""H"", ""H"", ""H"", ""C"", ""C"", ""N"", ""H"", ""H"", ""H"", ""H"", ""H""]","[[-0.1612275882, -0.6240780792, 1.6350563141], [-0.2576226006, 0.8112354322, 2.0867789889], [0.7929147206, 1.5926311989, 1.5901774212], [-1.0374307107, -1.2578280938, 1.8252109974], [0.7957715522, -1.113081104, 1.8606842403], [-1.2479665854, 1.2206925946, 1.8004755755], [-0.2071908001, 0.8676916837, 3.1892454926], [0.7619568681, 1.5312885712, 0.6268708812], [-0.1691013818, -0.9136695026, -3.1288389462], [-0.2154570121, -1.0201618373, -1.632661402], [0.0083499794, -0.0360064589, -0.875177768], [0.5843690765, -1.6079987866, -3.5322522597], [-1.1417356086, -1.2006581045, -3.5578976409], [0.0778031731, 0.111460531, -3.4336521478], [-0.4607014191, -2.0221648265, -1.2269842667], [-0.0960354234, -0.4166771382, 0.2837085102]]"
